Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Price_Chng,Current_Age,Gas_Money,CC_to_L
1226,Toyota Corolla Altis 1.8 VL CVT,Delhi,2017,21000,Petrol,Automatic,First,14.28,1798,138.03,5.0,23.25,18.0,5.25,6,1705.88,1.798
1230,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,Diesel,Manual,First,21.43,1364,86.79,5.0,19.27,6.5,12.77,11,2814.75,1.364
1242,Jaguar XE 2.0L Diesel Prestige,Delhi,2018,1000,Diesel,Automatic,First,13.6,1999,177.0,5.0,52.77,40.0,12.77,5,85.29,1.999
1243,Mahindra Xylo D4,Chennai,2016,85000,Diesel,Manual,First,14.95,2489,93.7,7.0,11.67,6.15,5.52,7,6595.32,2.489
1247,Maruti Swift VDI,Kochi,2017,34613,Diesel,Manual,First,28.4,1248,74.0,5.0,7.92,6.24,1.68,6,1413.77,1.248
1256,Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,Petrol,Manual,First,20.14,1197,81.86,5.0,7.85,5.5,2.35,9,3110.23,1.197
1270,Honda City i-VTEC CVT VX,Kochi,2018,22974,Petrol,Automatic,First,18.0,1497,117.3,5.0,15.55,11.97,3.58,5,1480.55,1.497
1272,Toyota Fortuner 2.8 2WD MT,Ahmedabad,2015,65012,Diesel,Manual,First,14.24,2755,174.5,7.0,32.45,18.9,13.55,8,5295.92,2.755
1274,Maruti Eeco 7 Seater Standard,Hyderabad,2015,90413,Petrol,Manual,First,15.1,1196,73.0,7.0,4.83,2.95,1.88,8,6945.63,1.196
1301,Maruti Swift LDI,Mumbai,2015,14000,Diesel,Manual,First,28.4,1248,74.0,5.0,7.13,5.25,1.88,8,571.83,1.248
1303,BMW 5 Series 520d Luxury Line,Coimbatore,2012,44450,Diesel,Automatic,First,22.48,1995,190.0,5.0,71.82,24.68,47.14,11,2293.68,1.995
1305,BMW X1 M Sport sDrive 20d,Mumbai,2016,31000,Diesel,Automatic,First,17.05,1995,190.0,5.0,50.97,29.5,21.47,7,2109.09,1.995
1313,Hyundai Verna CRDi 1.4 E,Chennai,2008,121097,Diesel,Manual,Second,24.0,1396,88.76,5.0,10.73,1.9,8.83,15,5853.02,1.396
1317,Fiat Linea Classic Plus 1.3 Multijet,Jaipur,2013,86000,Diesel,Manual,Second,19.5,1248,75.0,5.0,9.5,2.5,7.0,10,5115.9,1.248
1320,BMW 3 Series 320d Luxury Line,Kochi,2013,37613,Diesel,Automatic,First,22.69,1995,190.0,5.0,52.46,13.95,38.51,10,1922.92,1.995
1324,Maruti Ignis 1.2 Delta,Coimbatore,2019,16862,Petrol,Manual,First,20.89,1197,81.8,5.0,6.07,6.06,0.01,4,936.33,1.197
1336,Audi Q7 45 TDI Quattro Technology,Mumbai,2016,20002,Diesel,Automatic,First,14.75,2967,245.0,7.0,1.04,67.0,-65.96,7,1573.04,2.967
1362,Maruti Alto K10 VXI,Kolkata,2018,2100,Petrol,Manual,First,24.07,998,67.1,5.0,4.33,3.6,0.73,5,101.2,0.998
1363,Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,20667,Petrol,Automatic,First,18.9,1197,81.86,5.0,8.63,7.55,1.08,5,1268.45,1.197
1368,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2019,18453,Petrol,Manual,First,18.9,1197,81.86,5.0,6.68,6.17,0.51,4,1132.57,1.197
1369,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,96578,Diesel,Manual,First,22.0,1582,126.2,5.0,14.07,2.5,11.57,15,5092.29,1.582
1381,Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,45000,Diesel,Automatic,First,19.6,1461,108.45,5.0,15.05,11.5,3.55,7,2663.27,1.461
1393,Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,2018,3000,Petrol,Automatic,First,18.9,1197,81.86,5.0,7.98,6.2,1.78,5,184.13,1.197
1407,Toyota Innova Crysta 2.8 ZX AT,Kolkata,2016,66618,Diesel,Automatic,First,11.36,2755,171.5,7.0,24.82,15.49,9.33,7,6802.54,2.755
1412,Tata Zest Revotron 1.2T XM,Mumbai,2016,43706,Petrol,Manual,First,17.57,1193,88.7,5.0,7.63,4.0,3.63,7,2885.54,1.193
1427,Toyota Innova Crysta 2.4 VX MT,Kochi,2018,8899,Diesel,Manual,First,13.68,2393,147.8,7.0,22.86,19.92,2.94,5,754.59,2.393
1437,Ford EcoSport 1.5 Petrol Titanium,Pune,2018,17000,Petrol,Manual,First,17.0,1497,121.36,5.0,11.06,9.2,1.86,5,1160.0,1.497
1443,Maruti Alto K10 VXI,Hyderabad,2016,10000,Petrol,Manual,First,24.07,998,67.1,5.0,4.53,3.5,1.03,7,481.93,0.998
1455,Toyota Corolla Altis 1.8 G,Mumbai,2010,93000,Petrol,Manual,First,14.28,1798,138.03,5.0,19.39,4.5,14.89,13,7554.62,1.798
1472,Hyundai Elantra 2.0 SX Option AT,Delhi,2017,9500,Petrol,Automatic,First,14.62,1999,149.92,5.0,21.77,16.35,5.42,6,753.76,1.999
1490,Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,55000,Diesel,Automatic,First,17.6,1582,126.2,5.0,18.35,12.5,5.85,7,3625.0,1.582
1494,Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,Diesel,Manual,First,21.66,1498,108.62,5.0,9.19,5.8,3.39,7,3111.27,1.498
1495,Tata Zest Revotron 1.2 XT,Kolkata,2015,7445,Petrol,Manual,First,17.57,1193,88.7,5.0,8.09,5.0,3.09,8,491.53,1.193
1497,Toyota Corolla Altis 1.8 VL CVT,Kochi,2018,28321,Petrol,Automatic,First,14.28,1798,138.03,5.0,23.25,17.49,5.76,5,2300.59,1.798
1505,Land Rover Range Rover Sport SE,Kochi,2019,26013,Diesel,Automatic,First,12.65,2993,255.0,5.0,1.39,97.07,-95.68,4,2385.38,2.993
1519,Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,Diesel,Automatic,First,28.4,1248,73.75,5.0,11.52,9.15,2.37,6,1152.89,1.248
1525,Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,Diesel,Manual,First,23.0,1498,98.96,5.0,13.23,7.7,5.53,7,1472.7,1.498
1529,Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,Diesel,Manual,First,20.65,1248,88.7,5.0,10.06,6.69,3.37,5,2152.04,1.248
1531,Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,Diesel,Automatic,First,21.72,1498,108.4,5.0,15.34,10.5,4.84,6,1671.64,1.498
1532,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,11241,Diesel,Manual,First,13.68,2393,147.8,8.0,24.01,22.55,1.46,4,953.18,2.393
1542,Mahindra Thar CRDe,Jaipur,2016,19000,Diesel,Manual,First,16.55,2498,105.0,6.0,11.39,9.25,2.14,7,1331.72,2.498
1544,Ford Aspire Titanium Diesel,Coimbatore,2017,30279,Diesel,Manual,First,26.1,1498,99.0,5.0,9.79,7.29,2.5,6,1345.73,1.498
1545,Mini Cooper 3 DOOR D,Mumbai,2016,20000,Diesel,Automatic,First,20.7,1496,113.98,4.0,35.0,23.5,11.5,7,1120.77,1.496
1547,Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,Diesel,Manual,Second,21.03,1461,65.0,5.0,9.26,3.1,6.16,8,4964.34,1.461
1558,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,22389,Petrol,Manual,First,17.0,1198,73.75,5.0,8.68,7.23,1.45,6,1527.72,1.198
1568,Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,Diesel,Automatic,First,12.81,1999,148.31,7.0,66.39,41.5,24.89,6,3622.17,1.999
1574,Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,Diesel,Automatic,First,17.06,1968,141.0,5.0,36.45,24.9,11.55,6,3434.44,1.968
1583,Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,Diesel,Automatic,First,14.75,2967,245.0,7.0,91.38,72.94,18.44,4,532.66,2.967
1589,Mahindra Bolero ZLX,Jaipur,2013,63000,Diesel,Manual,First,15.96,2523,62.1,7.0,11.15,5.5,5.65,10,4578.95,2.523
1631,BMW X1 M Sport sDrive 20d,Kochi,2017,32838,Diesel,Automatic,First,17.05,1995,190.0,5.0,50.97,30.29,20.68,6,2234.14,1.995
1652,Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,Diesel,Automatic,First,13.6,1999,177.0,5.0,53.41,38.0,15.41,6,341.18,1.999
1663,Maruti Wagon R LXI,Delhi,2012,45631,Petrol,Manual,Second,22.5,998,67.04,5.0,4.59,2.74,1.85,11,2352.53,0.998
1677,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,12248,Petrol,Manual,First,18.9,1197,81.86,5.0,6.54,4.9,1.64,6,751.73,1.197
1680,Maruti Alto K10 VXI,Coimbatore,2011,48624,Petrol,Manual,First,24.07,998,67.1,5.0,4.7,3.22,1.48,12,2343.33,0.998
1689,BMW 5 Series 520d Luxury Line,Kochi,2018,32586,Diesel,Automatic,First,22.48,1995,190.0,5.0,67.87,37.3,30.57,5,1681.48,1.995
1690,Mercedes-Benz GLE 350d,Coimbatore,2018,40129,Diesel,Automatic,First,11.57,2987,254.79,5.0,95.13,70.8,24.33,5,4023.31,2.987
1692,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,Petrol,Manual,First,18.9,1197,81.86,5.0,6.62,6.03,0.59,5,637.88,1.197
1704,Honda Amaze V CVT Petrol,Pune,2018,1700,Petrol,Automatic,First,19.0,1199,88.76,5.0,9.44,7.8,1.64,5,103.79,1.199
1708,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,Diesel,Automatic,First,15.17,1968,181.0,5.0,48.64,28.03,20.61,7,4485.61,1.968
1717,Mahindra Xylo D4,Hyderabad,2015,169000,Diesel,Manual,First,14.95,2489,93.7,7.0,11.69,5.0,6.69,8,13113.04,2.489
1725,Maruti Ciaz Zeta,Mumbai,2017,5500,Petrol,Manual,First,21.56,1462,103.25,5.0,11.11,8.2,2.91,6,295.92,1.462
1743,Maruti Wagon R LXI,Ahmedabad,2010,21002,Petrol,Manual,First,22.5,998,67.04,5.0,4.74,2.75,1.99,13,1082.77,0.998
1747,Maruti Eeco 7 Seater Standard,Coimbatore,2017,28371,Petrol,Manual,First,15.1,1196,73.0,7.0,4.98,4.74,0.24,6,2179.49,1.196
1754,Renault KWID Climber 1.0 MT,Delhi,2017,15000,Petrol,Manual,First,21.7,999,67.0,5.0,4.98,4.25,0.73,6,801.84,0.999
1773,Honda WRV i-VTEC VX,Kochi,2018,15135,Petrol,Manual,First,17.5,1199,88.7,5.0,10.57,9.29,1.28,5,1003.23,1.199
1783,Maruti Wagon R VXI AMT,Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998,67.0,5.0,6.33,5.23,1.1,6,1950.45,0.998
1784,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,43041,Petrol,Manual,First,18.9,1197,81.86,5.0,8.1,6.01,2.09,7,2641.67,1.197
1793,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,31184,Petrol,Manual,First,18.9,1197,81.86,5.0,6.4,5.0,1.4,6,1913.94,1.197
1794,Maruti Dzire AMT ZDI Plus,Pune,2017,41747,Diesel,Automatic,First,28.4,1248,73.75,5.0,11.26,9.0,2.26,6,1705.16,1.248
1797,Toyota Etios Liva 1.2 VX Dual Tone,Coimbatore,2019,20877,Petrol,Manual,First,18.16,1197,78.9,5.0,7.59,7.27,0.32,4,1333.55,1.197
1798,Maruti Swift VXI,Mumbai,2016,23555,Petrol,Manual,First,22.0,1197,81.8,5.0,7.0,5.1,1.9,7,1241.99,1.197
1803,Volkswagen Polo GT TSI,Mumbai,2016,28000,Petrol,Automatic,First,17.21,1197,103.5,5.0,11.26,7.25,4.01,7,1887.27,1.197
1805,Tata Bolt Quadrajet XE,Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248,74.0,5.0,7.43,5.25,2.18,6,2021.79,1.248
1823,Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582,126.2,5.0,22.43,8.9,13.53,9,3117.94,1.582
1824,Jeep Compass 2.0 Limited Option Black,Mumbai,2017,7000,Diesel,Manual,First,17.1,1956,170.0,5.0,24.02,17.45,6.57,6,474.85,1.956
1826,Toyota Corolla Altis 1.8 GL,Kochi,2012,83184,Petrol,Manual,First,14.28,1798,138.03,5.0,21.69,6.22,15.47,11,6757.24,1.798
1830,Mercedes-Benz GLE 350d,Coimbatore,2017,33552,Diesel,Automatic,First,11.57,2987,254.79,5.0,95.13,64.87,30.26,6,3363.9,2.987
1841,Mercedes-Benz A Class A180 Sport,Mumbai,2016,17000,Petrol,Automatic,First,15.5,1595,122.0,5.0,34.63,17.25,17.38,7,1272.26,1.595
1842,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,Petrol,Manual,First,18.9,1197,81.86,5.0,6.32,5.53,0.79,5,2853.54,1.197
1855,BMW 3 Series 320d,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995,190.0,5.0,43.31,10.9,32.41,12,5112.38,1.995
1872,Maruti Eeco 7 Seater Standard,Mumbai,2014,34669,Petrol,Manual,First,15.1,1196,73.0,7.0,4.71,2.9,1.81,9,2663.31,1.196
1877,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,10601,Diesel,Automatic,First,11.36,2755,171.5,7.0,20.74,19.65,1.09,4,1082.5,2.755
1885,Mercedes-Benz GLS 350d Grand Edition,Delhi,2018,6000,Diesel,Automatic,First,11.0,2987,258.0,7.0,1.02,79.0,-77.98,5,632.73,2.987
1886,Hyundai Grand i10 1.2 Kappa Sportz,Delhi,2018,9434,Petrol,Manual,First,18.9,1197,81.86,5.0,6.71,5.75,0.96,5,579.02,1.197
1896,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2018,35569,Petrol,Manual,First,17.0,1198,73.75,5.0,8.68,7.27,1.41,5,2427.06,1.198
1902,Toyota Fortuner 2.8 2WD AT,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9,2755,174.5,7.0,34.45,30.0,4.45,6,1348.84,2.755
1920,Maruti Dzire VDI,Delhi,2016,45376,Diesel,Manual,First,28.4,1248,73.75,5.0,8.58,5.75,2.83,7,1853.39,1.248
1923,Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,Diesel,Manual,First,23.0,1498,98.96,5.0,12.67,8.09,4.58,6,3960.44,1.498
1926,BMW X1 sDrive 20d xLine,Coimbatore,2015,42265,Diesel,Automatic,Second,20.68,1995,190.0,5.0,48.18,22.24,25.94,8,2370.76,1.995
1932,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,26000,Diesel,Manual,First,23.0,1498,98.96,5.0,11.89,8.99,2.9,6,1311.3,1.498
1934,Maruti Dzire ZDI Plus,Jaipur,2017,24000,Diesel,Manual,First,28.4,1248,73.75,5.0,10.48,8.2,2.28,6,980.28,1.248
1955,Hyundai Verna VTVT 1.6 SX Option,Delhi,2013,57478,Petrol,Manual,Second,17.0,1591,121.3,5.0,13.59,5.25,8.34,10,3922.03,1.591
1961,Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248,88.5,5.0,11.02,9.3,1.72,7,1974.96,1.248
1963,Mercedes-Benz GLA Class 200 d Sport,Pune,2017,35000,Diesel,Automatic,First,17.9,2143,136.0,5.0,41.94,23.5,18.44,6,2268.16,2.143
1990,Maruti Dzire VDI,Mumbai,2012,74000,Diesel,Manual,Second,28.4,1248,73.75,5.0,8.94,4.25,4.69,11,3022.54,1.248
1991,Jeep Compass 2.0 Longitude,Kochi,2018,28937,Diesel,Manual,First,17.1,1956,170.0,5.0,21.38,17.02,4.36,5,1962.98,1.956
1994,Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,Diesel,Manual,First,21.43,1364,86.79,5.0,19.27,7.12,12.15,10,3456.4,1.364
1995,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3000,Diesel,Automatic,First,24.3,1248,88.5,5.0,12.88,11.25,1.63,5,143.21,1.248
1998,Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,Petrol,Manual,First,20.14,1197,81.86,5.0,8.27,3.67,4.6,9,3700.08,1.197
2003,BMW X1 sDrive 20d xLine,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1995,190.0,5.0,48.18,28.5,19.68,7,1578.62,1.995
2008,Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,67000,Diesel,Manual,First,13.68,2393,147.8,7.0,22.87,16.5,6.37,6,5681.29,2.393
2013,Hyundai Grand i10 1.2 Kappa Magna AT,Kochi,2018,5354,Petrol,Automatic,First,18.9,1197,81.86,5.0,7.37,6.76,0.61,5,328.61,1.197
2014,Volkswagen Polo 1.0 MPI Comfortline,Chennai,2016,42000,Petrol,Manual,Second,18.78,999,75.0,5.0,7.33,5.5,1.83,7,2594.25,0.999
2025,Maruti Eeco 7 Seater Standard,Coimbatore,2013,54885,Petrol,Manual,First,15.1,1196,73.0,7.0,4.98,3.75,1.23,10,4216.33,1.196
2030,Toyota Innova Crysta 2.4 VX MT,Mumbai,2016,25121,Diesel,Manual,First,13.68,2393,147.8,7.0,23.06,17.11,5.95,7,2130.14,2.393
2041,Mahindra Bolero SLE,Hyderabad,2012,75000,Diesel,Manual,First,15.96,2523,62.1,7.0,10.32,4.3,6.02,11,5451.13,2.523
2054,Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,Petrol,Manual,First,20.89,1197,81.8,5.0,7.87,6.36,1.51,6,55.53,1.197
2056,BMW 7 Series 730Ld Eminence,Kochi,2015,29966,Diesel,Automatic,Second,16.77,2993,261.49,5.0,1.4,43.6,-42.2,8,2072.78,2.993
2061,Jeep Compass 2.0 Longitude,Coimbatore,2018,33218,Diesel,Manual,First,17.1,1956,170.0,5.0,22.46,19.05,3.41,5,2253.38,1.956
2073,Mini Cooper 5 DOOR D,Hyderabad,2017,2000,Diesel,Automatic,First,20.7,1496,113.98,5.0,42.48,34.0,8.48,6,112.08,1.496
2075,Tata Zest Revotron 1.2T XMS,Chennai,2015,40000,Petrol,Manual,First,17.57,1193,88.7,5.0,7.69,4.0,3.69,8,2640.87,1.193
2079,Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,Diesel,Manual,First,26.1,1498,99.0,5.0,9.4,8.41,0.99,8,124.44,1.498
2086,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,37429,Petrol,Manual,First,18.9,1197,81.86,5.0,8.1,5.89,2.21,7,2297.23,1.197
2088,Honda City i-VTEC V,Delhi,2011,67031,Petrol,Manual,First,17.4,1497,117.3,5.0,11.85,4.0,7.85,12,4468.73,1.497
2090,Maruti Celerio VXI AMT,Mumbai,2016,47691,Petrol,Automatic,First,23.1,998,67.04,5.0,6.08,3.94,2.14,7,2394.87,0.998
2094,Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,28.4,1248,73.75,5.0,8.36,5.25,3.11,8,1151.55,1.248
2095,Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,Petrol,Automatic,First,19.0,2996,362.07,2.0,1.06,83.96,-82.9,4,154.22,2.996
2097,Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,Diesel,Automatic,First,16.1,1950,194.0,5.0,71.15,21.0,50.15,10,6124.22,1.95
2098,Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,First,18.9,1197,81.86,5.0,6.82,4.3,2.52,8,1275.39,1.197
2111,Mercedes-Benz GLE 250d,Kochi,2017,25601,Diesel,Automatic,First,17.9,2143,201.15,5.0,78.76,56.73,22.03,6,1659.06,2.143
2119,Ford Freestyle Titanium Petrol,Mumbai,2007,1261,Petrol,Manual,First,19.0,1194,94.68,5.0,8.12,6.0,2.12,16,76.99,1.194
2120,Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,Petrol,Manual,First,18.6,1197,81.86,5.0,9.78,7.53,2.25,6,3707.63,1.197
2127,Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,21.4,1197,83.1,5.0,7.36,5.8,1.56,7,681.53,1.197
2134,Toyota Fortuner 2.8 2WD AT,Pune,2017,29000,Diesel,Automatic,First,12.9,2755,174.5,7.0,38.11,31.0,7.11,6,2607.75,2.755
2138,Maruti Ertiga ZDI,Delhi,2013,68000,Diesel,Manual,First,25.47,1248,88.5,7.0,11.75,4.85,6.9,10,3096.98,1.248
2151,Maruti Swift VDI,Hyderabad,2013,84000,Diesel,Manual,First,28.4,1248,74.0,5.0,8.44,5.65,2.79,10,3430.99,1.248
2157,Hyundai Creta 1.6 SX Option,Delhi,2016,24347,Petrol,Manual,First,15.8,1591,121.3,5.0,16.06,11.0,5.06,7,1787.5,1.591
2160,Honda City i-VTEC CVT VX,Mumbai,2017,17000,Petrol,Automatic,First,18.0,1497,117.3,5.0,15.29,11.6,3.69,6,1095.56,1.497
2166,Honda Brio 1.2 VX MT,Kochi,2014,41460,Petrol,Manual,First,18.5,1198,86.8,5.0,6.63,3.95,2.68,9,2599.65,1.198
2178,Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,Diesel,Automatic,First,18.0,2993,255.0,7.0,1.27,41.6,-40.33,6,2255.56,2.993
2182,Toyota Fortuner 2.8 4WD MT,Bangalore,2015,150386,Diesel,Manual,First,14.24,2755,174.5,7.0,39.6,23.0,16.6,8,12250.54,2.755
2185,Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,Diesel,Manual,First,24.3,1248,88.5,5.0,10.91,8.0,2.91,6,3818.93,1.248
2187,Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,13000,Petrol,Automatic,First,12.95,1999,152.88,5.0,25.75,17.75,8.0,7,1164.48,1.999
2195,Maruti Wagon R VXI,Kolkata,2016,16956,Petrol,Manual,First,22.5,998,67.04,5.0,5.29,3.6,1.69,7,874.18,0.998
2200,Maruti Wagon R VXI,Mumbai,2010,38000,Petrol,Manual,Second,22.5,998,67.04,5.0,5.61,1.75,3.86,13,1959.11,0.998
2220,Honda Brio 1.2 VX AT,Mumbai,2017,20000,Petrol,Automatic,First,16.5,1198,86.8,5.0,8.05,5.99,2.06,6,1406.06,1.198
2224,Toyota Etios Cross 1.4L GD,Kochi,2016,36681,Diesel,Manual,First,23.59,1364,67.06,5.0,8.82,6.71,2.11,7,1803.73,1.364
2229,Honda City i-VTEC CVT ZX,Coimbatore,2018,20300,Petrol,Automatic,First,18.0,1497,117.3,5.0,17.38,14.21,3.17,5,1308.22,1.497
2231,Maruti Celerio ZXI MT,Kochi,2017,21799,Petrol,Manual,First,23.1,998,67.04,5.0,5.69,5.11,0.58,6,1094.67,0.998
2233,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2017,35358,Diesel,Automatic,First,11.36,2755,171.5,7.0,26.56,22.99,3.57,6,3610.5,2.755
2239,Tata Tiago 1.2 Revotron XT,Jaipur,2016,42700,Petrol,Manual,First,23.84,1199,84.0,5.0,5.61,3.6,2.01,7,2077.68,1.199
2242,Toyota Fortuner 2.8 4WD MT,Hyderabad,2010,110000,Diesel,Manual,First,14.24,2755,174.5,7.0,37.51,13.7,23.81,13,8960.67,2.755
2245,Maruti Wagon R VXI 1.2,Mumbai,2015,55000,Petrol,Manual,First,21.5,1197,81.8,5.0,5.88,3.1,2.78,8,2967.44,1.197
2251,Honda City i-DTEC ZX,Hyderabad,2017,46000,Diesel,Manual,First,25.6,1498,98.6,5.0,16.95,12.9,4.05,6,2084.38,1.498
2260,BMW 5 Series 520d Luxury Line,Ahmedabad,2012,95000,Diesel,Automatic,Second,22.48,1995,190.0,5.0,63.71,17.5,46.21,11,4902.14,1.995
2275,Ford EcoSport 1.5 Diesel Titanium,Delhi,2017,39000,Diesel,Manual,First,23.0,1498,98.96,5.0,11.47,8.45,3.02,6,1966.96,1.498
2277,Toyota Fortuner 2.8 4WD MT,Mumbai,2010,140000,Diesel,Manual,First,14.24,2755,174.5,7.0,37.46,10.75,26.71,13,11404.49,2.755
2290,Maruti Swift VDI,Kochi,2016,62192,Diesel,Manual,First,28.4,1248,74.0,5.0,7.88,5.22,2.66,7,2540.24,1.248
2292,Maruti Ciaz Alpha,Kochi,2018,38394,Petrol,Manual,First,21.56,1462,103.25,5.0,11.37,9.18,2.19,5,2065.73,1.462
2309,Hyundai Elantra 2.0 SX Option AT,Delhi,2016,28000,Petrol,Automatic,First,14.62,1999,149.92,5.0,21.77,13.9,7.87,7,2221.61,1.999
2313,Volkswagen Vento 1.5 TDI Trendline,Mumbai,2011,47000,Diesel,Manual,First,20.64,1498,108.5,5.0,11.3,3.25,8.05,12,2641.47,1.498
2319,Mercedes-Benz E-Class E 350 d,Coimbatore,2019,9312,Diesel,Automatic,First,18.0,2987,258.0,5.0,92.5,78.8,13.7,4,600.11,2.987
2326,Hyundai Elantra 2.0 SX Option AT,Coimbatore,2015,58239,Petrol,Automatic,First,14.62,1999,149.92,5.0,23.64,9.69,13.95,8,4620.88,1.999
2333,Nissan Terrano XL D Option,Mumbai,2014,51000,Diesel,Manual,First,19.87,1461,83.14,5.0,15.06,5.65,9.41,9,2977.35,1.461
2334,Toyota Fortuner 2.8 2WD AT,Ahmedabad,2016,88008,Diesel,Automatic,Second,12.9,2755,174.5,7.0,34.45,22.5,11.95,7,7913.9,2.755
2341,Mercedes-Benz GLA Class 200 d Sport,Mumbai,2018,10000,Diesel,Automatic,First,17.9,2143,136.0,5.0,41.94,28.9,13.04,5,648.04,2.143
2364,Mini Cooper Convertible S,Chennai,2012,17000,Petrol,Automatic,Second,16.82,1998,189.08,4.0,44.28,22.0,22.28,11,1172.41,1.998
2370,Mini Cooper 3 DOOR S,Mumbai,2013,21000,Petrol,Automatic,First,17.44,1998,189.08,4.0,39.57,21.5,18.07,10,1396.79,1.998
2380,Skoda Rapid 1.6 MPI AT Ambition,Mumbai,2017,32000,Petrol,Automatic,First,14.84,1598,103.52,5.0,13.7,8.11,5.59,6,2501.35,1.598
2387,Maruti Ertiga VDI,Delhi,2017,65000,Diesel,Manual,First,25.47,1248,88.5,7.0,11.16,7.65,3.51,6,2960.35,1.248
2397,Ford EcoSport 1.5 Petrol Trend,Kolkata,2016,21460,Petrol,Manual,First,17.0,1497,121.36,5.0,9.47,6.0,3.47,7,1464.33,1.497
2400,Honda Jazz V CVT,Hyderabad,2015,33000,Petrol,Automatic,First,19.0,1199,88.7,5.0,10.17,7.25,2.92,8,2014.74,1.199
2410,Maruti Vitara Brezza ZDi Plus,Jaipur,2017,48324,Diesel,Manual,First,24.3,1248,88.5,5.0,11.47,9.0,2.47,6,2306.82,1.248
2413,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,20773,Diesel,Manual,First,24.0,1186,73.97,5.0,8.17,5.92,2.25,6,1004.03,1.186
2414,Volkswagen Polo 1.5 TDI Highline,Kolkata,2016,22000,Diesel,Manual,First,20.14,1498,88.0,5.0,9.58,6.29,3.29,7,1267.13,1.498
2423,BMW 3 Series 320d,Mumbai,2013,25000,Diesel,Automatic,First,22.69,1995,190.0,5.0,47.87,17.99,29.88,10,1278.1,1.995
2428,Mahindra Xylo H4,Chennai,2015,82000,Diesel,Manual,Second,14.02,2179,118.3,7.0,11.67,4.85,6.82,8,6784.59,2.179
